Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Доктор,Linux - Chrome 97.0.4692.71,,,2022-04-05 10:19:33,2022-04-05 10:54:52,"35m - 19,281s",FAILED
,,,,,,,
Test Cases/Доктор/дописать проверку на игрока Проверка вкладки Питание,Linux - Chrome 97.0.4692.71,,,2022-04-05 10:19:35,2022-04-05 10:24:32,"4m - 56,794s",FAILED
"callTestCase(findTestCase(""Доктор/Авторизация врач""), [:], STOP_ON_FAILURE)",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:19:40,2022-04-05 10:23:25,"3m - 45,731s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Доктор)/Case (Питание)/span_pitanie""))",Linux - Chrome 97.0.4692.71,Вкладка Питание,,2022-04-05 10:23:25,2022-04-05 10:23:34,"8,441s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Доктор)/Case (Питание)/place_choose school""))",Linux - Chrome 97.0.4692.71,Поле введите школу,,2022-04-05 10:23:34,2022-04-05 10:23:37,"2,744s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Доктор)/Case (Питание)/div_Avangard""))",Linux - Chrome 97.0.4692.71,Выбор Авангард,,2022-04-05 10:23:37,2022-04-05 10:23:39,"1,888s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Доктор)/Case (Питание)/place choose team""))",Linux - Chrome 97.0.4692.71,Поле ввода команды,,2022-04-05 10:23:39,2022-04-05 10:23:41,"1,983s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Доктор)/Case (Питание)/div_omsk""))",Linux - Chrome 97.0.4692.71,Ввести Омские Ястребы,,2022-04-05 10:23:41,2022-04-05 10:23:43,"2,083s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Доктор)/Case (Питание)/button_edit""))",Linux - Chrome 97.0.4692.71,Нажать кнопку редактровать,,2022-04-05 10:23:43,2022-04-05 10:23:45,"2,285s",PASSED
"click(findTestObject(""Object Repository/Avangard New/Object (Доктор)/Case (Питание)/span_add""))",Linux - Chrome 97.0.4692.71,Добавить рацион Ганину,,2022-04-05 10:23:45,2022-04-05 10:24:29,"44,563s",FAILED
,,,,,,,
Test Cases/Доктор/Просмотр профиля,Linux - Chrome 97.0.4692.71,,,2022-04-05 10:24:32,2022-04-05 10:29:43,"5m - 11,428s",PASSED
"callTestCase(findTestCase(""Доктор/Авторизация врач""), [:], STOP_ON_FAILURE)",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:24:32,2022-04-05 10:29:27,"4m - 54,765s",PASSED
"click(findTestObject(""Object Repository/vrach/profile/Page_/span_TestDoctormail.ru""))",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:29:27,2022-04-05 10:29:36,"8,850s",PASSED
"click(findTestObject(""Object Repository/vrach/profile/Page_/save""))",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:29:36,2022-04-05 10:29:38,"2,235s",PASSED
"verifyTextPresent(""Пользователь сохранен"", true)",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:29:38,2022-04-05 10:29:41,"2,642s",PASSED
"click(findTestObject(""Object Repository/vrach/profile/Page_/exit""))",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:29:41,2022-04-05 10:29:43,"2,129s",PASSED
closeBrowser(),Linux - Chrome 97.0.4692.71,,,2022-04-05 10:29:43,2022-04-05 10:29:43,"0,524s",PASSED
,,,,,,,
Test Cases/Доктор/Психотест (психолог),Linux - Chrome 97.0.4692.71,,,2022-04-05 10:29:43,2022-04-05 10:36:48,"7m - 5,175s",FAILED
"openBrowser("""")",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:29:44,2022-04-05 10:34:10,"4m - 26,384s",PASSED
maximizeWindow(),Linux - Chrome 97.0.4692.71,,,2022-04-05 10:34:10,2022-04-05 10:34:11,"0,574s",PASSED
"navigateToUrl(""https://stars-stage.hawk.ru:8080/"")",Linux - Chrome 97.0.4692.71,адрес сайта ,,2022-04-05 10:34:11,2022-04-05 10:34:17,"5,927s",PASSED
"setText(findTestObject(""Avangard New/Object (Психолог)/login (Логин Психолог)""), ""psychotest@test.ru"")",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:34:17,2022-04-05 10:34:21,"4,304s",PASSED
"setText(findTestObject(""Avangard New/Object (Психолог)/password (Пароль Психолог)""), ""psychotest@test.ru"", STOP_ON_FAILURE)",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:34:21,2022-04-05 10:34:25,"4,092s",PASSED
"click(findTestObject(""Object Repository/vrach/psychotest/Page_/go""))",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:34:25,2022-04-05 10:34:27,"2,068s",PASSED
"click(findTestObject(""Object Repository/vrach/psychotest/Page_/psychotest""))",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:34:27,2022-04-05 10:34:41,"13,533s",PASSED
"verifyTextPresent(""Психологический профиль"", false)",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:34:41,2022-04-05 10:34:43,"2,050s",PASSED
"click(findTestObject(""Object Repository/vrach/psychotest/Page_/school""))",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:34:43,2022-04-05 10:34:45,"2,539s",PASSED
"click(findTestObject(""Object Repository/vrach/psychotest/Page_/avanguard""))",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:34:45,2022-04-05 10:35:19,"34,276s",PASSED
"click(findTestObject(""Object Repository/vrach/psychotest/Page_/team""))",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:35:19,2022-04-05 10:35:22,"2,469s",PASSED
"click(findTestObject(""Object Repository/vrach/psychotest/Page_/varteam""))",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:35:22,2022-04-05 10:35:56,"34,408s",PASSED
"click(findTestObject(""Object Repository/vrach/psychotest/Page_/player""))",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:35:56,2022-04-05 10:35:58,"2,018s",PASSED
"click(findTestObject(""Object Repository/vrach/psychotest/Page_/varplayer""))",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:35:58,2022-04-05 10:36:46,"47,928s",FAILED
,,,,,,,
Test Cases/Доктор/Создание карточки болезни,Linux - Chrome 97.0.4692.71,,,2022-04-05 10:36:48,2022-04-05 10:54:52,"18m - 3,862s",PASSED
"callTestCase(findTestCase(""Доктор/Авторизация врач""), [:], STOP_ON_FAILURE)",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:36:49,2022-04-05 10:41:24,"4m - 35,510s",PASSED
"click(findTestObject(""Avangard New/Object (Доктор)/Case (Создание карточки и удаление)/button_add""))",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:41:24,2022-04-05 10:41:32,"7,963s",PASSED
"click(findTestObject(""Avangard New/Object (Доктор)/Case (Создание карточки и удаление)/school""))",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:41:32,2022-04-05 10:41:36,"3,585s",PASSED
"click(findTestObject(""Avangard New/Object (Доктор)/Case (Создание карточки и удаление)/avanguard""))",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:41:36,2022-04-05 10:41:38,"1,905s",PASSED
"click(findTestObject(""Avangard New/Object (Доктор)/Case (Создание карточки и удаление)/team""))",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:41:38,2022-04-05 10:41:40,"2,121s",PASSED
"click(findTestObject(""Avangard New/Object (Доктор)/Case (Создание карточки и удаление)/var_team""))",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:41:40,2022-04-05 10:41:42,"2,154s",PASSED
"click(findTestObject(""Avangard New/Object (Доктор)/Case (Создание карточки и удаление)/player""))",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:41:42,2022-04-05 10:41:44,"1,983s",PASSED
"click(findTestObject(""Avangard New/Object (Доктор)/Case (Создание карточки и удаление)/var_player""))",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:41:44,2022-04-05 10:41:46,"1,947s",PASSED
"click(findTestObject(""Avangard New/Object (Доктор)/Case (Создание карточки и удаление)/tip""))",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:41:46,2022-04-05 10:41:48,"1,810s",PASSED
"click(findTestObject(""Avangard New/Object (Доктор)/Case (Создание карточки и удаление)/travma""))",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:41:48,2022-04-05 10:41:50,"1,972s",PASSED
"click(findTestObject(""Avangard New/Object (Доктор)/Case (Создание карточки и удаление)/stady 1""))",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:41:50,2022-04-05 10:41:52,"2,089s",PASSED
"click(findTestObject(""Avangard New/Object (Доктор)/Case (Создание карточки и удаление)/choise_stady""))",Linux - Chrome 97.0.4692.71,,,2022-04-05 10:41:52,2022-04-05 10:41:54,"1,916s",PASSED
